timestep,episode,reward,length,mean_reward_10ep
58747,4428,12.745,14,12.046
58760,4429,11.246,13,11.909
58778,4430,16.845,18,12.386
58808,4431,28.175,30,14.362
58821,4432,10.785,13,12.79
58843,4433,20.377,22,13.861
58873,4434,27.218,30,16.155
58888,4435,13.511,15,17.118
58895,4436,5.745,7,15.287
58904,4437,7.412,9,15.406
58934,4438,26.343,30,16.766
58954,4439,16.643,20,17.305
58965,4440,9.564,11,16.577
58995,4441,27.995,30,16.559
59024,4442,26.308,29,18.111
59029,4443,4.013,5,16.475
59035,4444,5.212,6,14.274
59056,4445,17.91,21,14.714
59074,4446,14.695,18,15.609
59090,4447,13.562,16,16.224
59120,4448,26.674,30,16.257
59128,4449,6.612,8,15.254
59158,4450,29.075,30,17.206
59172,4451,12.263,14,15.632
59202,4452,27.375,30,15.739
59213,4453,9.263,11,16.264
59227,4454,11.144,14,16.857
59257,4455,25.778,30,17.644
59260,4456,2.013,3,16.376
59269,4457,7.498,9,15.77
59285,4458,14.377,16,14.54
59289,4459,2.846,4,14.163
59304,4460,13.413,15,12.597
59327,4461,19.713,23,13.342
59357,4462,28.543,30,13.459
59387,4463,25.418,30,15.074
59403,4464,14.078,16,15.368
59433,4465,26.743,30,15.464
59463,4466,28.459,30,18.109
59479,4467,14.145,16,18.773
59502,4468,21.077,23,19.443
59532,4469,28.642,30,22.023
59537,4470,3.579,5,21.04
59567,4471,26.512,30,21.72
59585,4472,15.929,18,20.458
59615,4473,25.676,30,20.484
59645,4474,27.908,30,21.867
59656,4475,9.313,11,20.124
59686,4476,27.113,30,19.989
59715,4477,25.109,29,21.086
59730,4478,12.712,15,20.249
59754,4479,20.276,24,19.413
59757,4480,1.849,3,19.24
59787,4481,24.4,30,19.029
59817,4482,27.276,30,20.163
59829,4483,10.216,12,18.617
59834,4484,3.95,5,16.221
59864,4485,25.633,30,17.853
59894,4486,25.182,30,17.66
59914,4487,18.778,20,17.027
59939,4488,22.842,25,18.04
59969,4489,26.941,30,18.707
59977,4490,6.512,8,19.173
60007,4491,27.708,30,19.504
60037,4492,25.364,30,19.313
60067,4493,26.311,30,20.922
60070,4494,2.246,3,20.752
60079,4495,7.464,9,18.935
60109,4496,28.41,30,19.258
60133,4497,21.751,24,19.555
60139,4498,4.813,6,17.752
60162,4499,20.617,23,17.12
60192,4500,28.941,30,19.362
60222,4501,27.977,30,19.389
60247,4502,23.408,25,19.194
60277,4503,27.21,30,19.284
60286,4504,7.183,9,19.777
60294,4505,7.034,8,19.734
60301,4506,5.946,7,17.488
60314,4507,11.099,13,16.423
60344,4508,24.033,30,18.345
60364,4509,18.718,20,18.155
60394,4510,25.483,30,17.809
60424,4511,28.876,30,17.899
60430,4512,4.378,6,15.996
60440,4513,8.129,10,14.088
60445,4514,3.58,5,13.727
60470,4515,22.627,25,15.287
60500,4516,27.031,30,17.395
60512,4517,10.312,12,17.317
60542,4518,28.511,30,17.764
60549,4519,5.199,7,16.413
60564,4520,13.777,15,15.242
60594,4521,28.042,30,15.159
60603,4522,7.797,9,15.501
60615,4523,9.28,12,15.616
60618,4524,1.98,3,15.456
60626,4525,6.746,8,13.868
60656,4526,28.097,30,13.974
60686,4527,27.677,30,15.711
60716,4528,27.076,30,15.567
60732,4529,14.281,16,16.475
60736,4530,2.879,4,15.385
60743,4531,6.146,7,13.196
60773,4532,28.644,30,15.28
60803,4533,25.317,30,16.884
60807,4534,2.946,4,16.981
60817,4535,8.779,10,17.184
60828,4536,8.729,11,15.247
60853,4537,22.178,25,14.697
60859,4538,4.845,6,12.474
60864,4539,3.979,5,11.444
60894,4540,29.009,30,14.057
60924,4541,28.175,30,16.26
60954,4542,26.55,30,16.051
60957,4543,1.98,3,13.717
60987,4544,27.796,30,16.202
60997,4545,8.812,10,16.205
61003,4546,5.245,6,15.857
61030,4547,22.363,27,15.875
61060,4548,27.342,30,18.125
61090,4549,26.978,30,20.425
61095,4550,3.533,5,17.877
61110,4551,13.777,15,16.438
61121,4552,9.445,11,14.727
61127,4553,4.779,6,15.007
61147,4554,17.676,20,13.995
61156,4555,8.011,9,13.915
61186,4556,25.611,30,15.951
61216,4557,29.51,30,16.666
61245,4558,24.544,29,16.386
61275,4559,25.649,30,16.253
61305,4560,26.71,30,18.571
61323,4561,16.212,18,18.815
61337,4562,10.554,14,18.926
61367,4563,28.241,30,21.272
61397,4564,28.092,30,22.313
61427,4565,27.695,30,24.282
61456,4566,26.243,29,24.345
61486,4567,28.141,30,24.208
61516,4568,28.342,30,24.588
61540,4569,22.161,24,24.239
61551,4570,9.311,11,22.499
61581,4571,28.912,30,23.769
61599,4572,16.344,18,24.348
61629,4573,28.71,30,24.395
61659,4574,27.942,30,24.38
61670,4575,8.952,11,22.506
61691,4576,17.711,21,21.653
61699,4577,5.665,8,19.405
61715,4578,13.944,16,17.965
61724,4579,7.779,9,16.527
61749,4580,23.477,25,17.944
61760,4581,9.536,11,16.006
61786,4582,22.06,26,16.578
61799,4583,10.219,13,14.729
61827,4584,21.881,28,14.122
61857,4585,28.776,30,16.105
61860,4586,1.913,3,14.525
61874,4587,12.746,14,15.233
61904,4588,26.386,30,16.477
61934,4589,25.032,30,18.202
61964,4590,26.077,30,18.462
61994,4591,27.21,30,20.23
62024,4592,28.728,30,20.897
62046,4593,20.311,22,21.906
62053,4594,5.545,7,20.272
62076,4595,21.215,23,19.516
62098,4596,18.166,22,21.142
62112,4597,12.646,14,21.132
62120,4598,6.979,8,19.191
62131,4599,9.532,11,17.641
62142,4600,8.585,11,15.892
62172,4601,24.251,30,15.596
62202,4602,28.58,30,15.581
62222,4603,18.778,20,15.428
62237,4604,12.379,15,16.111
62267,4605,26.864,30,16.676
62279,4606,10.518,12,15.911
62309,4607,28.727,30,17.519
62336,4608,24.162,27,19.238
62339,4609,1.951,3,18.48
62369,4610,29.443,30,20.565
62377,4611,6.581,8,18.798
62396,4612,15.448,19,17.485
62417,4613,19.577,21,17.565
62421,4614,2.499,4,16.577
62451,4615,28.142,30,16.705
62465,4616,12.778,14,16.931
62489,4617,19.278,24,15.986
62519,4618,28.875,30,16.457
62535,4619,14.244,16,17.687
62555,4620,14.267,20,16.169
62559,4621,3.013,4,15.812
62583,4622,22.397,24,16.507
62613,4623,27.609,30,17.31
62643,4624,28.05,30,19.865
62673,4625,28.744,30,19.925
62690,4626,15.73,17,20.221
62720,4627,24.018,30,20.695
62750,4628,23.753,30,20.182
62757,4629,5.852,7,19.343
62760,4630,1.847,3,18.101
62790,4631,27.109,30,20.511
62820,4632,29.477,30,21.219
62840,4633,17.444,20,20.202
62861,4634,19.796,21,19.377
62891,4635,28.144,30,19.317
62905,4636,11.962,14,18.94
62912,4637,5.553,7,17.094
62922,4638,8.096,10,15.528
62937,4639,12.71,15,16.214
62967,4640,28.308,30,18.86
62976,4641,7.785,9,16.928
62988,4642,10.646,12,15.044
63018,4643,28.078,30,16.108
63048,4644,27.283,30,16.857
63062,4645,11.676,14,15.21
63092,4646,25.117,30,16.525
63122,4647,26.751,30,18.645
63152,4648,27.991,30,20.635
63167,4649,13.812,15,20.745
63179,4650,10.762,12,18.99
63185,4651,5.211,6,18.733
63215,4652,25.512,30,20.219
63234,4653,17.444,19,19.156
63264,4654,25.995,30,19.027
63279,4655,13.952,15,19.255
63282,4656,1.913,3,16.934
63310,4657,23.877,28,16.647
63327,4658,15.678,17,15.416
63337,4659,7.83,10,14.818
63358,4660,19.344,21,15.676
63372,4661,11.632,14,16.318
63396,4662,20.976,24,15.864
63426,4663,27.943,30,16.914
63430,4664,3.013,4,14.616
63446,4665,14.111,16,14.632
63466,4666,16.633,20,16.104
63469,4667,2.013,3,13.917
63474,4668,3.813,5,12.731
63503,4669,24.609,29,14.409
63517,4670,11.268,14,13.601
63519,4671,1.28,2,12.566
63529,4672,8.546,10,11.323
63535,4673,4.579,6,8.987
63565,4674,28.875,30,11.573
63572,4675,5.845,7,10.746
63596,4676,22.228,24,11.306
63625,4677,26.41,29,13.745
63645,4678,16.745,20,15.039
63672,4679,24.976,27,15.075
63698,4680,23.597,26,16.308
63718,4681,18.609,20,18.041
63748,4682,28.343,30,20.021
63778,4683,23.286,30,21.891
63807,4684,23.834,29,21.387
63811,4685,3.012,4,21.104
63813,4686,1.052,2,18.986
63817,4687,2.813,4,16.627
63834,4688,15.528,17,16.505
63864,4689,26.076,30,16.615
63883,4690,16.668,19,15.922
63913,4691,26.111,30,16.672
63935,4692,16.768,22,15.515
63949,4693,11.7,14,14.356
63965,4694,14.31,16,13.404
63967,4695,1.28,2,13.231
63978,4696,9.696,11,14.095
63980,4697,1.153,2,13.929
64010,4698,27.218,30,15.098
64040,4699,27.83,30,15.273
64070,4700,28.441,30,16.451
64087,4701,14.362,17,15.276
64096,4702,7.546,9,14.353
64126,4703,22.936,30,15.477
64153,4704,25.276,27,16.574
64161,4705,6.484,8,17.094
64191,4706,26.642,30,18.789
64194,4707,2.013,3,18.875
64224,4708,26.915,30,18.844
64254,4709,27.196,30,18.781
64270,4710,14.478,16,17.385
64300,4711,28.409,30,18.789
64324,4712,22.111,24,20.246
64333,4713,7.199,9,18.672
64363,4714,22.686,30,18.413
64382,4715,17.28,19,19.493
64394,4716,9.582,12,17.787
64424,4717,27.644,30,20.35
64454,4718,27.744,30,20.433
64484,4719,22.953,30,20.009
64514,4720,25.444,30,21.105
64523,4721,7.479,9,19.012
64534,4722,9.313,11,17.732
64564,4723,26.709,30,19.683
64594,4724,28.875,30,20.302
64624,4725,28.545,30,21.429
64654,4726,28.575,30,23.328
64684,4727,29.111,30,23.475
64694,4728,8.712,10,21.572
64724,4729,28.942,30,22.171
64735,4730,9.319,11,20.558
64747,4731,9.333,12,20.743
64755,4732,6.978,8,20.51
64785,4733,25.585,30,20.398
64815,4734,27.21,30,20.231
64839,4735,22.413,24,19.618
64857,4736,15.196,18,18.28
64884,4737,23.715,27,17.74
64911,4738,25.045,27,19.374
64933,4739,17.597,22,18.239
64945,4740,11.18,12,18.425
64951,4741,4.868,6,17.979
64981,4742,28.876,30,20.168
65011,4743,29.412,30,20.551
65036,4744,23.375,25,20.168
65066,4745,28.676,30,20.794
65081,4746,13.611,15,20.635
65093,4747,10.597,12,19.324
65123,4748,25.628,30,19.382
65130,4749,5.53,7,18.175
65133,4750,1.913,3,17.248
65151,4751,15.03,18,18.265
65181,4752,28.809,30,18.258
65211,4753,26.899,30,18.007
65241,4754,27.715,30,18.441
65271,4755,27.776,30,18.351
65290,4756,17.145,19,18.704
65301,4757,9.766,11,18.621
65312,4758,9.078,11,16.966
65317,4759,4.279,5,16.841
65320,4760,1.98,3,16.848
65346,4761,24.176,26,17.762
65363,4762,14.832,17,16.365
65371,4763,6.612,8,14.336
65394,4764,21.512,23,13.716
65397,4765,2.146,3,11.153
65427,4766,29.107,30,12.349
65445,4767,16.165,18,12.989
65454,4768,7.382,9,12.819
65461,4769,5.712,7,12.962
65491,4770,26.777,30,15.442
65507,4771,13.895,16,14.414
65537,4772,29.576,30,15.889
65558,4773,18.75,21,17.102
65588,4774,28.643,30,17.815
65618,4775,25.401,30,20.141
65648,4776,27.299,30,19.96
65675,4777,25.031,27,20.847
65703,4778,25.428,28,22.651
65724,4779,18.444,21,23.925
65754,4780,27.275,30,23.974
65772,4781,15.977,18,24.182
65787,4782,13.178,15,22.543
65817,4783,28.776,30,23.545
65833,4784,13.853,16,22.066
65845,4785,10.645,12,20.591
65875,4786,26.228,30,20.484
65889,4787,12.144,14,19.195
65919,4788,26.085,30,19.26
65927,4789,6.651,8,18.081
65956,4790,23.51,29,17.705
65986,4791,29.31,30,19.038
66013,4792,23.479,27,20.068
66023,4793,8.113,10,18.002
66047,4794,21.742,24,18.791
66058,4795,8.481,11,18.574
66063,4796,3.598,5,16.311
66068,4797,3.779,5,15.475
66098,4798,28.576,30,15.724
66128,4799,26.712,30,17.73
66138,4800,8.712,10,16.25
66143,4801,3.466,5,13.666
66173,4802,26.711,30,13.989
66183,4803,8.978,10,14.075
66187,4804,2.531,4,12.154
66217,4805,27.776,30,14.084
66247,4806,24.502,30,16.174
66255,4807,6.952,8,16.492
66271,4808,11.52,16,14.786
66301,4809,28.161,30,14.931
66331,4810,28.144,30,16.874
66344,4811,11.931,13,17.721
66357,4812,11.562,13,16.206
66387,4813,27.583,30,18.066
66417,4814,28.209,30,20.634
66447,4815,28.208,30,20.677
66458,4816,9.578,11,19.185
66488,4817,28.042,30,21.294
66518,4818,27.228,30,22.865
66539,4819,16.285,21,21.677
66567,4820,25.743,28,21.437
66582,4821,13.35,15,21.579
66612,4822,28.475,30,23.27
66642,4823,28.494,30,23.361
66654,4824,10.779,12,21.618
66684,4825,27.709,30,21.568
66700,4826,13.344,16,21.945
66730,4827,28.908,30,22.031
66753,4828,20.876,23,21.396
66782,4829,26.575,29,22.425
66785,4830,1.88,3,20.039
66790,4831,4.178,5,19.122
66797,4832,5.812,7,16.856
66824,4833,24.764,27,16.483
66854,4834,28.208,30,18.226
66867,4835,12.013,13,16.656
66897,4836,28.176,30,18.139
66927,4837,28.509,30,18.099
66935,4838,7.013,8,16.713
66965,4839,28.395,30,16.895
66995,4840,27.51,30,19.458
67011,4841,13.828,16,20.423
67026,4842,13.296,15,21.171
67043,4843,15.245,17,20.219
67051,4844,6.913,8,18.09
67081,4845,27.78,30,19.666
67084,4846,1.985,3,17.047
67114,4847,27.911,30,16.987
67121,4848,6.145,7,16.901
67151,4849,27.959,30,16.857
67181,4850,29.276,30,17.034
67211,4851,25.146,30,18.166
67241,4852,28.61,30,19.697
67271,4853,28.477,30,21.02
67296,4854,22.81,25,22.61
67326,4855,26.617,30,22.494
67356,4856,27.062,30,25.001
67363,4857,5.347,7,22.745
67393,4858,29.376,30,25.068
67423,4859,28.408,30,25.113
67438,4860,13.284,15,23.514
67468,4861,28.276,30,23.827
67476,4862,6.42,8,21.608
67505,4863,25.811,29,21.341
67535,4864,27.565,30,21.817
67557,4865,17.78,22,20.933
67579,4866,19.754,22,20.202
67593,4867,12.379,14,20.905
67623,4868,26.716,30,20.639
67627,4869,2.68,4,18.067
67657,4870,24.11,30,19.149
67685,4871,23.175,28,18.639
67715,4872,28.443,30,20.841
67732,4873,15.411,17,19.801
67750,4874,15.728,18,18.618
67762,4875,10.578,12,17.897
67792,4876,28.879,30,18.81
67819,4877,24.274,27,20.0
67826,4878,5.7,7,17.898
67835,4879,7.185,9,18.348
67865,4880,27.41,30,18.678
67894,4881,24.345,29,18.795
67924,4882,28.809,30,18.832
67954,4883,27.041,30,19.995
67956,4884,1.02,2,18.524
67975,4885,17.644,19,19.231
68005,4886,26.919,30,19.035
68035,4887,28.81,30,19.488
68046,4888,9.512,11,19.869
68063,4889,15.294,17,20.68
68089,4890,24.21,26,20.36
68119,4891,28.143,30,20.74
68137,4892,16.333,18,19.493
68149,4893,10.463,12,17.835
68160,4894,9.811,11,18.714
68182,4895,18.232,22,18.773
68212,4896,27.477,30,18.828
68221,4897,7.946,9,16.742
68251,4898,28.276,30,18.618
68255,4899,2.979,4,17.387
68264,4900,7.912,9,15.757
68294,4901,28.876,30,15.83
68315,4902,17.783,21,15.975
68330,4903,13.378,15,16.267
68343,4904,11.778,13,16.464
68373,4905,28.942,30,17.535
68403,4906,27.863,30,17.573
68417,4907,12.363,14,18.015
68424,4908,5.233,7,15.711
68454,4909,27.041,30,18.117
68479,4910,23.494,25,19.675
68492,4911,11.679,13,17.955
68522,4912,25.185,30,18.696
68527,4913,3.712,5,17.729
68557,4914,28.075,30,19.359
68577,4915,18.71,20,18.335
68607,4916,28.509,30,18.4
68610,4917,2.118,3,17.376
68640,4918,23.518,30,19.204
68646,4919,5.013,6,17.001
68654,4920,6.686,8,15.32
68684,4921,24.344,30,16.587
68694,4922,8.979,10,14.966
68724,4923,26.08,30,17.203
68728,4924,2.846,4,14.68
68758,4925,27.777,30,15.587
68762,4926,2.946,4,13.031
68792,4927,29.543,30,15.773
68802,4928,8.914,10,14.313
68832,4929,28.575,30,16.669
68862,4930,25.887,30,18.589
68886,4931,22.078,24,18.362
68896,4932,8.779,10,18.342
68913,4933,14.452,17,17.18
68940,4934,24.678,27,19.363
68952,4935,10.845,12,17.67
68967,4936,13.512,15,18.726
68984,4937,14.847,17,17.257
69014,4938,28.475,30,19.213
69029,4939,13.477,15,17.703
69047,4940,14.713,18,16.585
69077,4941,28.614,30,17.239
69107,4942,27.91,30,19.152
69115,4943,6.813,8,18.388
69138,4944,20.197,23,17.94
69158,4945,17.93,20,18.649
69188,4946,28.109,30,20.108
69218,4947,28.808,30,21.504
69248,4948,29.476,30,21.605
69278,4949,26.718,30,22.929
69307,4950,26.842,29,24.142
69337,4951,29.278,30,24.208
69367,4952,29.043,30,24.321
69397,4953,26.841,30,26.324
69427,4954,28.409,30,27.145
69446,4955,17.178,19,27.07
69452,4956,4.946,6,24.754
69466,4957,12.53,14,23.126
69496,4958,28.711,30,23.05
69526,4959,28.71,30,23.249
69556,4960,29.176,30,23.482
69586,4961,29.043,30,23.459
69616,4962,28.929,30,23.447
69635,4963,17.218,19,22.485
69665,4964,29.51,30,22.595
69695,4965,28.209,30,23.698
69705,4966,8.232,10,24.027
69714,4967,8.178,9,23.592
69735,4968,18.961,21,22.617
69746,4969,9.446,11,20.69
69748,4970,1.213,2,17.894
69772,4971,20.283,24,17.018
69792,4972,17.327,20,15.858
69809,4973,14.596,17,15.596
69839,4974,28.242,30,15.469
69869,4975,29.074,30,15.555
69899,4976,28.348,30,17.567
69929,4977,28.808,30,19.63
69942,4978,10.986,13,18.832
69972,4979,28.077,30,20.696
69974,4980,1.28,2,20.702
69995,4981,18.977,21,20.572
70004,4982,7.13,9,19.552
70034,4983,28.375,30,20.93
70039,4984,3.648,5,18.47
70069,4985,28.228,30,18.386
70088,4986,17.51,19,17.302
70118,4987,28.141,30,17.235
70126,4988,6.678,8,16.805
70137,4989,9.678,11,14.965
70159,4990,19.612,22,16.798
70189,4991,26.945,30,17.595
70219,4992,25.716,30,19.453
70249,4993,28.643,30,19.48
70257,4994,6.562,8,19.771
70260,4995,2.118,3,17.16
70290,4996,28.943,30,18.304
70320,4997,27.11,30,18.201
70350,4998,26.677,30,20.2
70371,4999,19.278,21,21.16
70401,5000,25.117,30,21.711
70431,5001,27.497,30,21.766
70461,5002,28.575,30,22.052
70491,5003,24.152,30,21.603
70495,5004,2.846,4,21.231
70525,5005,28.509,30,23.87
70555,5006,29.343,30,23.91
70585,5007,28.008,30,24.0
70615,5008,27.144,30,24.047
70645,5009,28.276,30,24.947
70675,5010,28.509,30,25.286
70679,5011,3.012,4,22.837
70709,5012,28.342,30,22.814
70731,5013,19.962,22,22.395
70761,5014,29.043,30,25.015
70791,5015,28.576,30,25.022
70821,5016,28.709,30,24.958
70851,5017,29.109,30,25.068
70881,5018,27.942,30,25.148
70911,5019,29.209,30,25.241
70930,5020,15.036,19,23.894
70958,5021,24.843,28,26.077
70988,5022,27.975,30,26.041
70999,5023,9.199,11,24.964
71007,5024,6.712,8,22.731
71023,5025,14.23,16,21.297
71053,5026,29.044,30,21.33
71075,5027,19.651,22,20.384
71097,5028,19.949,22,19.585
71127,5029,28.941,30,19.558
71130,5030,1.98,3,18.252
71160,5031,27.743,30,18.542
71176,5032,14.798,16,17.225
71199,5033,21.044,23,18.409
71229,5034,28.029,30,20.541
71259,5035,28.475,30,21.965
71289,5036,28.376,30,21.898
71319,5037,25.042,30,22.438
71326,5038,6.052,7,21.048
71356,5039,27.84,30,20.938
71386,5040,25.819,30,23.322
71416,5041,28.444,30,23.392
71446,5042,28.408,30,24.753
71456,5043,9.013,10,23.55
71486,5044,25.168,30,23.264
71516,5045,27.318,30,23.148
71533,5046,15.099,17,21.82
71563,5047,29.242,30,22.24
71576,5048,11.546,13,22.789
71606,5049,28.513,30,22.857
71618,5050,10.396,12,21.315
71632,5051,11.701,14,19.64
71644,5052,10.512,12,17.851
71674,5053,28.008,30,19.75
71686,5054,9.933,12,18.227
71716,5055,27.385,30,18.233
71746,5056,23.595,30,19.083
71768,5057,19.81,22,18.14
71788,5058,16.467,20,18.632
71818,5059,28.909,30,18.672
71833,5060,13.545,15,18.986
71863,5061,28.227,30,20.639
71893,5062,27.877,30,22.376
71923,5063,29.045,30,22.479
71953,5064,29.141,30,24.4
71958,5065,4.078,5,22.069
71988,5066,27.511,30,22.461
72001,5067,11.61,13,21.641
72031,5068,28.31,30,22.825
72059,5069,25.394,28,22.474
72089,5070,28.928,30,24.012
72119,5071,26.176,30,23.807
72149,5072,27.265,30,23.746
72167,5073,15.81,18,22.423
72176,5074,7.377,9,20.246
72186,5075,8.879,10,20.726
72203,5076,15.667,17,19.542
72233,5077,27.209,30,21.102
72263,5078,28.109,30,21.082
72283,5079,17.562,20,20.298
72292,5080,7.579,9,18.163
72322,5081,28.213,30,18.367
72332,5082,8.763,10,16.517
72353,5083,19.175,21,16.853
72383,5084,27.676,30,18.883
72413,5085,28.143,30,20.81
72443,5086,26.641,30,21.907
72473,5087,28.841,30,22.07
72503,5088,29.308,30,22.19
72518,5089,13.464,15,21.78
72529,5090,9.798,11,22.002
72559,5091,27.267,30,21.908
72585,5092,18.513,26,22.883
72615,5093,25.677,30,23.533
72645,5094,27.06,30,23.471
72672,5095,23.077,27,22.965
72694,5096,20.076,22,22.308
72724,5097,28.71,30,22.295
72754,5098,28.727,30,22.237
72765,5099,9.664,11,21.857
72787,5100,16.647,22,22.542
72817,5101,27.809,30,22.596
72830,5102,11.411,13,21.886
72833,5103,1.98,3,19.516
72863,5104,25.851,30,19.395
72893,5105,28.843,30,19.972
72907,5106,12.812,14,19.245
72937,5107,27.209,30,19.095
72967,5108,29.277,30,19.15
72987,5109,17.965,20,19.98
73008,5110,19.511,21,20.267
73011,5111,1.98,3,17.684
73041,5112,26.045,30,19.147
73071,5113,25.443,30,21.494
73081,5114,8.617,10,19.77
73092,5115,10.096,11,17.896
73122,5116,28.181,30,19.433
73143,5117,18.552,21,18.567
73173,5118,25.085,30,18.148
73203,5119,29.245,30,19.276
73228,5120,22.928,25,19.617
73258,5121,26.409,30,22.06
73271,5122,11.529,13,20.609
73301,5123,29.375,30,21.002
73316,5124,11.58,15,21.298
73329,5125,11.746,13,21.463
73359,5126,27.476,30,21.392
73389,5127,27.779,30,22.315
73397,5128,6.583,8,20.465
73427,5129,24.646,30,20.005
73457,5130,28.975,30,20.61
73487,5131,29.176,30,20.887
73510,5132,20.809,23,21.815
73528,5133,14.085,18,20.286
73533,5134,3.383,5,19.466
73542,5135,7.379,9,19.029
73572,5136,28.476,30,19.129
73602,5137,28.745,30,19.226
73632,5138,26.384,30,21.206
73650,5139,16.11,18,20.352
73654,5140,3.018,4,17.757
73684,5141,28.943,30,17.733
73691,5142,5.846,7,16.237
73721,5143,29.144,30,17.743
73729,5144,6.845,8,18.089
73739,5145,8.346,10,18.186
73760,5146,19.718,21,17.31
73776,5147,14.314,16,15.867
73806,5148,29.443,30,16.173
73836,5149,28.877,30,17.45
73866,5150,28.976,30,20.045
73877,5151,9.666,11,18.118
73907,5152,27.582,30,20.291
73937,5153,28.809,30,20.258
73961,5154,22.111,24,21.784
73991,5155,29.176,30,23.867
74021,5156,29.008,30,24.796
74051,5157,27.375,30,26.102
74081,5158,24.52,30,25.61
74111,5159,25.551,30,25.277
74141,5160,26.976,30,25.077
74160,5161,17.41,19,25.852
74190,5162,24.615,30,25.555
74211,5163,19.41,21,24.615
74229,5164,16.133,18,24.017
74259,5165,28.209,30,23.921
74281,5166,20.177,22,23.038
74311,5167,27.742,30,23.074
74341,5168,27.351,30,23.357
74371,5169,28.81,30,23.683
74401,5170,28.808,30,23.867
74431,5171,29.076,30,25.033
74461,5172,28.742,30,25.446
74491,5173,29.411,30,26.446
74521,5174,28.81,30,27.714
74551,5175,28.609,30,27.754
74581,5176,27.999,30,28.536
74596,5177,12.511,15,27.013
74598,5178,1.213,2,24.399
74604,5179,4.913,6,22.009
74634,5180,29.543,30,22.083
74642,5181,6.897,8,19.865
74670,5182,25.776,28,19.568
74692,5183,19.384,22,18.566
74694,5184,1.28,2,15.812
74702,5185,6.931,8,13.645
74715,5186,11.963,13,12.041
74745,5187,29.075,30,13.697
74775,5188,29.076,30,16.484
74805,5189,28.976,30,18.89
74835,5190,27.285,30,18.664
74865,5191,28.976,30,20.872
74872,5192,5.812,7,18.876
74902,5193,26.711,30,19.608
74928,5194,23.828,26,21.863
74958,5195,28.809,30,24.051
74988,5196,27.013,30,25.556
75001,5197,11.578,13,23.806
75031,5198,27.273,30,23.626
75050,5199,17.245,19,22.453
75080,5200,27.551,30,22.48
75095,5201,13.51,15,20.933
75125,5202,27.083,30,23.06
75155,5203,28.475,30,23.237
75185,5204,28.109,30,23.665
75215,5205,24.12,30,23.196
75236,5206,19.077,21,22.402
75256,5207,18.042,20,23.049
75272,5208,13.744,16,21.696
75302,5209,28.608,30,22.832
75332,5210,24.785,30,22.555
75343,5211,9.384,11,22.143
75373,5212,24.251,30,21.86
75396,5213,21.177,23,21.13
75407,5214,9.545,11,19.273
75437,5215,25.986,30,19.46
75460,5216,20.609,23,19.613
75490,5217,25.384,30,20.347
75493,5218,1.98,3,19.171
75523,5219,27.01,30,19.011
75553,5220,28.31,30,19.364
75583,5221,26.518,30,21.077
75607,5222,21.943,24,20.846
75626,5223,17.344,19,20.463
75656,5224,28.495,30,22.358
75686,5225,24.82,30,22.241
75692,5226,4.663,6,20.647
75722,5227,29.01,30,21.009
75752,5228,27.445,30,23.556
75755,5229,1.732,3,21.028
75775,5230,18.511,20,20.048
75794,5231,16.745,19,19.071
75802,5232,6.812,8,17.558
75809,5233,5.746,7,16.398
75839,5234,28.442,30,16.393
75854,5235,13.562,15,15.267
75859,5236,3.88,5,15.188
75889,5237,26.685,30,14.956
75919,5238,27.628,30,14.974
75949,5239,23.985,30,17.199
75965,5240,14.979,16,16.846
75995,5241,26.58,30,17.83
76022,5242,23.142,27,19.463
76035,5243,11.745,13,20.063
76038,5244,1.847,3,17.403
76068,5245,28.926,30,18.939
76077,5246,7.817,9,19.333
76088,5247,8.783,11,17.543
76114,5248,22.116,26,16.992
76144,5249,27.042,30,17.298
76174,5250,28.181,30,18.618
76202,5251,25.642,28,18.524
76218,5252,14.228,16,17.633
76248,5253,26.977,30,19.156
76278,5254,28.276,30,21.799
76308,5255,25.283,30,21.435
76327,5256,17.515,19,22.404
76357,5257,23.553,30,23.881
76387,5258,25.283,30,24.198
76417,5259,27.748,30,24.269
76426,5260,7.95,9,22.246
76447,5261,19.451,21,21.626
76477,5262,29.042,30,23.108
76505,5263,26.414,28,23.051
76527,5264,19.71,22,22.195
76557,5265,28.408,30,22.507
76562,5266,4.145,5,21.17
76592,5267,28.976,30,21.713
76622,5268,26.219,30,21.806
76652,5269,28.461,30,21.877
76682,5270,28.875,30,23.97
76698,5271,14.33,16,23.458
76708,5272,8.945,10,21.448
76738,5273,28.975,30,21.704
76742,5274,3.013,4,20.035
76772,5275,26.149,30,19.809
76788,5276,14.045,16,20.799
76815,5277,25.377,27,20.439
76845,5278,24.053,30,20.222
76868,5279,21.576,23,19.534
76898,5280,26.584,30,19.305
76927,5281,25.6,29,20.432
76941,5282,12.551,14,20.792
76963,5283,20.443,22,19.939
76993,5284,27.377,30,22.375
77023,5285,28.442,30,22.605
77026,5286,1.913,3,21.392
77048,5287,19.344,22,20.788
77078,5288,25.876,30,20.971
77108,5289,26.62,30,21.475
77119,5290,9.699,11,19.786
77143,5291,21.861,24,19.412
77155,5292,10.462,12,19.204
77185,5293,28.21,30,19.98
77215,5294,27.73,30,20.016
77243,5295,25.744,28,19.746
77273,5296,29.477,30,22.502
77303,5297,29.178,30,23.485
77333,5298,27.812,30,23.679
77363,5299,23.487,30,23.366
77388,5300,20.846,25,24.481
